customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
0979-PHULV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2325-WINES,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0567-XRHCU,No,No phone service,DSL,Yes,No,Yes,No,No,Yes
0854-UYHZD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0436-TWFFZ,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
0774-RMNUW,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes
2984-RGEYA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6131-JLWZM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1386-ZIKUV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2718-YSKCS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3584-WKTTW,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3399-BMLVW,Yes,No,DSL,Yes,Yes,No,Yes,No,No
0909-SELIE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
9881-VCZEP,Yes,Yes,DSL,No,Yes,No,No,No,No
4765-OXPPD,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
9350-VLHMB,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
7530-HDYDS,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
3859-CVCET,Yes,No,DSL,No,No,No,No,No,No
5482-VXSXJ,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
6128-AQBMT,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
5208-FVQKB,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
4690-PKDQG,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
0357-NVCRI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8331-ZXFOE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
7164-BPTUT,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5296-PSYVW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5522-NYKPB,Yes,No,Fiber optic,No,No,No,Yes,Yes,No
5183-KLYEM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6425-JWTDV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0134-XWXCE,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
6551-GNYDG,Yes,No,Fiber optic,No,No,No,No,No,Yes
6647-ZEDXT,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2001-EWBQU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3285-UCQVC,No,No phone service,DSL,No,No,No,Yes,No,No
8823-RLPWL,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5192-EBGOV,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
8722-NGNBH,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
3709-OIJEA,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
0100-DUVFC,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2873-ZLIWT,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
7892-POOKP,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5597-GLBUC,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
4472-LVYGI,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No
7826-VVKWT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
1222-LRYKO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3423-HHXAO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2378-YIZKA,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8695-ARGXZ,Yes,Yes,Fiber optic,No,No,No,No,No,No
1215-EXRMO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0264-CNITK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2858-EIMXH,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
4760-XOHVN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0516-WJVXC,Yes,No,DSL,Yes,No,No,Yes,No,No
7850-VWJUU,Yes,No,Fiber optic,Yes,No,No,No,No,No
5630-AHZIL,Yes,No,DSL,Yes,No,No,Yes,No,Yes
3045-XETSH,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
3166-PNEOF,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
2834-SPCJV,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
1624-WOIWJ,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
6416-TVAIH,Yes,No,Fiber optic,No,No,No,No,No,No
8993-PHFWD,No,No phone service,DSL,No,No,No,No,No,No
0815-MFZGM,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
2898-LSJGD,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
9300-RENDD,Yes,No,Fiber optic,No,No,No,No,Yes,No
1393-IMKZG,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
9750-BOOHV,No,No phone service,DSL,Yes,No,No,No,No,No
4000-VGMQP,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
8259-DZLIZ,Yes,Yes,DSL,No,Yes,No,No,No,No
6865-JZNKO,Yes,No,DSL,Yes,Yes,No,No,No,No
2586-CWXVV,No,No phone service,DSL,No,Yes,No,No,No,No
8788-DOXSU,Yes,No,DSL,No,No,Yes,No,No,Yes
2400-XIWIO,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8614-VGMMV,Yes,Yes,DSL,No,No,No,No,No,No
5099-BAILX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3086-RUCRN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
4443-EMBNA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3768-VHXQO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5995-OIGLP,Yes,No,DSL,Yes,No,No,Yes,No,No
1644-IRKSF,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
0463-TXOAK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0690-SRQID,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8207-VVMYB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8189-HBVRW,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
6933-VLYFX,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
8917-FAEMR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1971-DTCZB,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1017-FBQMM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
7799-DSEWS,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
6656-JWRQX,No,No phone service,DSL,No,No,No,Yes,No,No
0596-BQCEQ,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
3363-DTIVD,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
9139-WQQDY,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
7113-HIPFI,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
2307-FYNNL,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
7964-ZRKKG,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
8329-UTMVM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
2982-IHMFT,Yes,Yes,Fiber optic,No,No,No,No,No,No
6295-OSINB,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8111-SLLHI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0680-DFNNY,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9987-LUTYD,Yes,No,DSL,Yes,No,No,Yes,No,No
5447-VYTKW,Yes,No,DSL,Yes,No,No,Yes,No,No
4124-MMETB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
9236-NDUCW,No,No phone service,DSL,Yes,No,No,Yes,No,No
5448-VWNAM,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
3143-JQEGI,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
0454-OKRCT,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
3727-OWVYD,Yes,No,DSL,Yes,Yes,Yes,No,No,No
6981-TDRFT,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
8735-IJJEG,Yes,No,DSL,No,No,Yes,No,No,No
4536-PLEQY,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
0461-CVKMU,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
8999-EXMNO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5619-PTMIK,Yes,Yes,DSL,Yes,No,No,No,No,No
9637-CDTKZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5915-DGNVC,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
3308-DGHKL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4465-VDKIQ,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
0111-KLBQG,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
4544-RXFMG,Yes,No,DSL,No,No,No,No,No,No
2576-HXMPA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8590-OHDIW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7169-YWAMK,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
0394-YONDK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2474-LCNUE,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
1596-BBVTG,Yes,Yes,Fiber optic,No,No,No,No,No,No
1970-KKFWL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1064-FBXNK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2616-FLVQC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0112-QAWRZ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
6119-SPUDB,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
6921-OZMFH,Yes,Yes,DSL,No,No,No,Yes,No,No
6331-LWDTQ,Yes,Yes,DSL,No,No,No,No,Yes,Yes
6969-MVBAI,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
8715-KKTFG,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
4291-HPAXL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0480-KYJVA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3312-ZWLGF,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
2165-VOEGB,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3170-NMYVV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6585-WCEWR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4459-BBGHE,No,No phone service,DSL,No,No,No,No,Yes,Yes
5093-FEGLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5155-AZQPB,Yes,Yes,DSL,No,No,No,No,No,No
8859-AXJZP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5480-TBGPH,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
0771-CHWSK,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
3594-KADLU,No,No phone service,DSL,Yes,No,No,Yes,No,No
3244-CQPHU,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
5110-CHOPY,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
1977-STDKI,Yes,No,Fiber optic,No,Yes,No,No,No,No
3070-DVEYC,Yes,Yes,Fiber optic,No,No,No,No,No,No
0872-JCPIB,Yes,Yes,DSL,Yes,No,No,No,No,Yes
6859-QNXIQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0404-AHASP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4049-ZPALD,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
3196-NVXLZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
7750-EYXWZ,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
1735-XMJVH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4256-ZWTZI,Yes,No,DSL,No,No,No,Yes,No,No
1866-RZZQS,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5468-BPMMO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9547-ITEFG,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1475-VWVDO,Yes,No,Fiber optic,No,No,Yes,No,No,No
1184-PJVDB,Yes,No,Fiber optic,No,No,No,No,Yes,No
2061-VVFST,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3308-JSGML,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
5804-JMYIO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6671-NGWON,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7356-AYNJP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6508-NJYRO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1763-KUAAW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3506-LCJDC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7752-XUSCI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5536-SLHPM,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
7318-EIVKO,Yes,Yes,DSL,No,No,No,No,Yes,No
8996-ZROXE,Yes,No,DSL,No,No,Yes,Yes,No,No
1447-PJGGA,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
6993-YCOBK,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2717-HVIZY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2178-PMGCJ,Yes,No,Fiber optic,No,No,No,No,No,No
6522-YRBXD,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
7312-XSBAT,Yes,No,DSL,Yes,No,No,No,No,No
0876-WDUUZ,Yes,No,Fiber optic,No,No,No,Yes,No,Yes
5552-ZNFSJ,Yes,No,DSL,No,No,No,No,No,No
6967-PEJLL,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
3506-OVLKD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0376-OIWME,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
7783-YKGDV,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
1177-XZBJL,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
3097-FQTVJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6227-FBDXH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6976-BWGLQ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2275-RBYQS,Yes,No,DSL,No,No,No,No,No,No
5514-YQENT,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2150-WLKUW,Yes,Yes,DSL,No,Yes,No,No,Yes,No
1976-CFOCS,Yes,No,DSL,No,No,No,No,No,No
9971-ZWPBF,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
8372-JUXUI,Yes,Yes,Fiber optic,No,No,No,No,No,No
1169-SAOCL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
8348-JLBUG,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
6121-VZNQB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0526-SXDJP,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
9206-GVPEQ,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes
8720-RQSBJ,Yes,No,DSL,No,No,No,No,No,No
0533-UCAAU,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No
0310-SUCIN,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0423-UDIJQ,Yes,No,DSL,No,No,No,Yes,No,No
6035-RIIOM,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
0094-OIFMO,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
4742-DRORA,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
1897-OKVMW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5226-NOZFC,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
5850-BDWCY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1262-OPMFY,Yes,No,Fiber optic,No,No,Yes,No,No,No
7780-OTDSO,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
7191-ADRGF,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
8191-XWSZG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1705-GUHPV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2419-FSORS,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2284-VFLKH,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
8654-DHAOW,Yes,Yes,DSL,No,Yes,No,No,No,No
2640-LYMOV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1508-DFXCU,Yes,No,Fiber optic,No,No,No,No,Yes,No
1794-HBQTJ,Yes,No,DSL,Yes,No,No,No,No,No
7674-YTAFD,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
0550-DCXLH,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes
5949-XIKAE,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
3055-VTCGS,Yes,No,DSL,No,No,Yes,No,No,Yes
2958-NHPPS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6689-KXGBO,Yes,No,DSL,No,Yes,No,No,No,No
4749-OJKQU,Yes,Yes,Fiber optic,No,No,No,No,No,No
2834-JRTUA,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9470-XCCEM,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
1335-NTIUC,No,No phone service,DSL,No,No,No,No,No,No
6152-ONASV,Yes,Yes,DSL,Yes,No,No,Yes,No,No
2632-TACXW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5149-QYTTU,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
1849-RJYIG,Yes,No,DSL,Yes,No,No,No,Yes,No
7879-CGSFV,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
8058-DMYRU,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
3654-ARMGP,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
2322-VCZHZ,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes
5003-XZWWO,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
6736-DHUQI,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No
0322-CHQRU,Yes,No,DSL,No,No,No,No,No,No
0506-YLVKJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4138-NAXED,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
0581-MDMPW,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
1934-MKPXS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2974-GGUXS,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
8285-ABVLB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6961-VCPMC,Yes,No,Fiber optic,No,No,No,No,No,Yes
2739-CACDQ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
0788-DXBFY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1498-DQNRX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7803-XOCCZ,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No
8879-ZKJOF,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
7550-WIQVA,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8189-XRIKE,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2516-XSJKX,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
5716-LIBJC,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0314-TKOSI,Yes,No,DSL,Yes,Yes,No,No,No,No
1768-ZAIFU,No,No phone service,DSL,No,No,No,No,No,No
0019-GFNTW,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
6168-WFVVF,Yes,No,Fiber optic,No,No,No,No,No,No
2840-XANRC,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
3705-PSNGL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1293-HHSHJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9227-UAQFT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3460-TJBWI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3346-BRMIS,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5951-AOFIH,Yes,No,DSL,No,Yes,Yes,No,Yes,No
5816-SCGFC,Yes,No,DSL,No,Yes,No,No,No,No
0402-CQAJN,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3219-JQRSL,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9355-NPPFS,Yes,No,Fiber optic,No,No,No,No,No,Yes
4913-EHYUI,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
6734-JDTTV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5076-YVXCM,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
6352-GIGGQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9589-ABEPT,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
2404-JIBFC,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
3976-BWUCK,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
9851-KIELU,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2874-YXVVA,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3649-JPUGY,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
2108-YKQTY,Yes,No,DSL,No,Yes,No,No,No,No
3223-WZWJM,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
4315-MURBD,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
1624-NALOJ,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
2480-EJWYP,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5609-CEBID,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
7542-CYDDM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4981-FLTMF,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
0639-TSIQW,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
1265-XTECC,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
6603-YRDCJ,Yes,No,DSL,Yes,Yes,No,Yes,No,No
8158-WPEZG,No,No phone service,DSL,No,Yes,No,Yes,No,No
3451-VAWLI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1329-VHWNP,No,No phone service,DSL,No,No,No,No,No,No
0661-WCQNQ,Yes,No,DSL,Yes,No,No,Yes,No,No
9189-JWSHV,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
6229-LSCKB,Yes,No,Fiber optic,No,No,No,No,Yes,No
9880-TDQAC,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
9513-DXHDA,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
1183-CANVH,Yes,No,DSL,No,No,No,Yes,Yes,No
1767-CJKBA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6907-NZZIJ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4143-OOBWZ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
2926-JEJJC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4078-SAYYN,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2541-YGPKE,Yes,No,DSL,Yes,No,No,Yes,No,Yes
7375-WMVMT,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes
7503-EPSZW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9470-YFUYI,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
9741-YLNTD,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
3179-GBRWV,Yes,No,DSL,Yes,Yes,No,No,No,Yes
8740-XLHDR,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
9402-ROUMJ,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes
1942-OQFRW,Yes,No,DSL,No,No,No,No,No,No
6362-QHAFM,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2439-QKJUL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1485-YDHMM,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
3967-KXAPS,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9778-OGKQZ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2660-EMUBI,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
7688-AWMDX,Yes,No,DSL,Yes,No,No,Yes,No,No
9957-YODKZ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
0628-CNQRM,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
4572-DVCGN,Yes,No,Fiber optic,No,No,No,No,No,Yes
1670-SVOWZ,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes
4927-WWOOZ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
2960-NKRSO,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
0292-WEGCH,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
8042-JVNFH,Yes,No,Fiber optic,No,No,No,No,No,No
7606-BPHHN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5402-HTOTQ,Yes,Yes,DSL,No,Yes,No,No,No,No
